CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,name_clean,zip_clean,address_raw_ins,address_clean_ins,yelp_id,name,rating,review_count,price,categories,address1,city,state,postal_code,latitude,longitude,url,address_raw_yelp,address_clean_yelp,name_clean_ins,address_clean,name_clean_yelp
50137589,CARLOTTO,Manhattan,233,PARK AVENUE SOUTH,10003,2122091055,Italian,3/11/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,3/11/2025,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.73763336,-73.98823267,105.0,2.0,5000.0,1017862.0,1008740004.0,MN21,POINT (-73.988232669045 40.737633363828),CARLOTTO,10003,233 PARK AVENUE SOUTH,233 PARK AVENUE SOUTH,JFmWkslCGTeuwC_Yews4-Q,Carlotto,4.4,122,,"Italian, Wine Bars, Cocktail Bars",100 E 19th St,New York,NY,10003,40.7375,-73.98782,https://www.yelp.com/biz/carlotto-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,100 E 19th St,100 E 19TH ST,,,
41255436,EL PORTON,Manhattan,3151,BROADWAY,10027,2126657338,Mexican,3/11/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,42.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.81431519,-73.95929957,109.0,7.0,21100.0,1059853.0,1019930082.0,MN09,POINT (-73.959299573149 40.814315191017),EL PORTON,10027,3151 BROADWAY,3151 BROADWAY,yKPRuBvD3ScCc18QrZ4Y6w,El Porton,3.5,227,$$,"Mexican, Bars",3151 Broadway,New York,NY,10027,40.81452,-73.95966,https://www.yelp.com/biz/el-porton-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,3151 Broadway,3151 BROADWAY,,,
50148212,K-STREET FOOD,Manhattan,2102,2 AVENUE,10029,6468953181,Korean,1/14/2025,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.79210241,-73.94134254,111.0,8.0,17000.0,1052801.0,1016800001.0,MN33,POINT (-73.94134253991 40.792102414082),K STREET FOOD,10029,2102 2 AVENUE,2102 2 AVENUE,CxWpjH1lK_c0JMlWFXD_IA,K-Street Food,4.5,26,,"Korean, Bubble Tea, Burgers",2102 2nd Ave,New York,NY,10029,40.79200297375056,-73.941226,https://www.yelp.com/biz/k-street-food-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2102 2nd Ave,2102 2ND AVE,,,
50148212,K-STREET FOOD,Manhattan,2102,2 AVENUE,10029,6468953181,Korean,1/14/2025,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.79210241,-73.94134254,111.0,8.0,17000.0,1052801.0,1016800001.0,MN33,POINT (-73.94134253991 40.792102414082),K STREET FOOD,10029,2102 2 AVENUE,2102 2 AVENUE,rKMgDbNylcrp5rPsE7BuqQ,K-Street Food,4.8,4,,"Korean, Bubble Tea, Sushi Bars",1325 5th Ave,New York,NY,10029,40.79765303122677,-73.94845399554082,https://www.yelp.com/biz/k-street-food-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1325 5th Ave,1325 5TH AVE,,,
50016265,ADORO LEI,Manhattan,287,HUDSON STREET,10013,6466665096,Pizza,8/29/2025,Establishment re-opened by DOHMH.,,,Not Applicable,0.0,Z,8/29/2025,11/26/2025,Cycle Inspection / Reopening Inspection,40.72543872,-74.0076378,102.0,3.0,3700.0,1010311.0,1005940081.0,MN24,POINT (-74.007637799305 40.725438721798),ADORO LEI,10013,287 HUDSON STREET,287 HUDSON STREET,xzN2k19JXDYjOWAhNw62aw,Adoro Lei,4.4,439,$$,"Italian, Pizza, Lounges",287 Hudson St,New York,NY,10013,40.725612,-74.007916,https://www.yelp.com/biz/adoro-lei-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,287 Hudson St,287 HUDSON ST,,,
50055936,ZABB PUTAWN,Manhattan,1584,1 AVENUE,10028,2129888800,Thai,2/13/2025,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11.0,A,2/13/2025,11/26/2025,Cycle Inspection / Re-inspection,40.77452409,-73.95107397,108.0,5.0,13600.0,1050404.0,1015620004.0,MN32,POINT (-73.951073969079 40.774524085484),ZABB PUTAWN,10028,1584 1 AVENUE,1584 1 AVENUE,HnTcWZbZJzNAYO8YseQlSQ,Zabb PuTawn,4.4,349,$$,Thai,1584 First Av,New York,NY,10028,40.77446,-73.95077,https://www.yelp.com/biz/zabb-putawn-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1584 First Av,1584 FIRST AV,,,
50165925,GO SUSHI,Manhattan,325,GRAND STREET,10002,6469520004,,1/1/1900,,,,Not Applicable,,,,11/26/2025,,40.71713017,-73.990527,103.0,1.0,1600.0,1004006.0,1003090012.0,MN27,POINT (-73.990526995235 40.71713017428),GO SUSHI,10002,325 GRAND STREET,325 GRAND STREET,72ldgXvlHB9xzyLsgMGCQA,Go Sushi,4.5,79,,Sushi Bars,325 Grand St,New York,NY,10002,40.71699598016153,-73.99056797390793,https://www.yelp.com/biz/go-sushi-new-york-4?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,325 Grand St,325 GRAND ST,,,
50003553,RANCHO TEQUILERIA,Manhattan,741,9 AVENUE,10019,2129560731,Mexican,11/20/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12.0,A,11/20/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.76357691,-73.98888868,104.0,3.0,13300.0,1026683.0,1010600029.0,MN15,POINT (-73.988888682159 40.76357690779),RANCHO TEQUILERIA,10019,741 9 AVENUE,741 9 AVENUE,XYyIWs-3J4bZRZDfcsMquQ,Rancho Tequileria,3.6,410,$$,"Mexican, Bars",741 9th Ave,New York,NY,10019,40.763741,-73.989173,https://www.yelp.com/biz/rancho-tequileria-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,741 9th Ave,741 9TH AVE,,,
50174457,THE PIZZA BOX,Manhattan,176,BLEECKER STREET,10012,9174282670,Pizza,8/19/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,13.0,N,,11/26/2025,Pre-permit (Non-operational) / Initial Inspection,40.72893581,-74.00075408,102.0,3.0,6500.0,1008322.0,1005260061.0,MN23,POINT (-74.000754078482 40.728935805541),THE PIZZA BOX,10012,176 BLEECKER STREET,176 BLEECKER STREET,mkVy0tlGdQO4hsyZOTiBgA,The Pizza Box,4.9,26,$,"Pizza, Food Trucks",176 Bleecker St,New York,NY,10012,40.728855,-74.000807,https://www.yelp.com/biz/the-pizza-box-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,176 Bleecker St,176 BLEECKER ST,,,
50146733,MIKADO,Manhattan,164,PEARL STREET,10005,2128717499,Japanese,5/14/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.70586303,-74.00761751,101.0,1.0,700.0,1000884.0,1000397501.0,MN25,POINT (-74.007617513876 40.705863034465),MIKADO,10005,164 PEARL STREET,164 PEARL STREET,Q_81mthGMrQM6Qg-QdnOkA,Mikado,4.7,311,,Sushi Bars,164 Pearl St,New York,NY,10005,40.70589172111019,-74.0074034,https://www.yelp.com/biz/mikado-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,164 Pearl St,164 PEARL ST,,,
41688043,GELSO & GRAND,Manhattan,161,MULBERRY STREET,10013,2122261600,Italian,7/11/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.71966395,-73.99717531,102.0,1.0,4100.0,1006970.0,1004710022.0,MN24,POINT (-73.997175306248 40.7196639515),GELSO GRAND,10013,161 MULBERRY STREET,161 MULBERRY STREET,MphfKkYFEe0BDQ6hZ0A5fA,Gelso & Grand,4.3,1653,$$,"Italian, Pasta Shops, Pizza",186 Grand St,New York,NY,10013,40.71958,-73.99734,https://www.yelp.com/biz/gelso-and-grand-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,186 Grand St,186 GRAND ST,,,
50062844,JUNZI KITCHEN,Manhattan,2896,BROADWAY,10025,9172612497,Chinese,1/30/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,26.0,Z,1/30/2025,11/26/2025,Cycle Inspection / Re-inspection,40.80596767,-73.96537323,109.0,7.0,19900.0,1057014.0,1018840061.0,MN09,POINT (-73.965373231928 40.805967667019),JUNZI KITCHEN,10025,2896 BROADWAY,2896 BROADWAY,DKGUSLiqNchBNatKoPM9QQ,Junzi Kitchen,4.1,252,$$,"Chinese, Noodles, Salad",2896 Broadway,New York,NY,10025,40.8057641877461,-73.9652019005902,https://www.yelp.com/biz/junzi-kitchen-new-york-18?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2896 Broadway,2896 BROADWAY,,,
50111296,BIG WONG,Manhattan,67,MOTT STREET,10013,2129640540,Chinese,5/9/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,56.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.71611773,-73.99819994,103.0,1.0,2900.0,1002397.0,1002000026.0,MN27,POINT (-73.998199940104 40.7161177319),BIG WONG,10013,67 MOTT STREET,67 MOTT STREET,L37A2JWXfwR_PgKColA8xA,Big Wong,3.6,1703,$$,"Chinese, Seafood",67 Mott St,New York,NY,10013,40.71627244103162,-73.99827844267524,https://www.yelp.com/biz/big-wong-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,67 Mott St,67 MOTT ST,,,
41686665,NISH NUSH,Manhattan,88,READE STREET,10013,2129641318,Jewish/Kosher,2/6/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,2/6/2024,11/26/2025,Cycle Inspection / Re-inspection,40.71555206,-74.00779899,101.0,1.0,3300.0,1001604.0,1001460027.0,MN24,POINT (-74.00779899067 40.715552058545),NISH NUSH,10013,88 READE STREET,88 READE STREET,d8zSYpArh4oXpxeJWNA4Pg,Nish Nush,4.4,867,$$,"Vegetarian, Moroccan, Greek",88 Reade St,New York,NY,10013,40.715688,-74.007695,https://www.yelp.com/biz/nish-nush-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,88 Reade St,88 READE ST,,,
50116704,THE LUNCH BOX,Manhattan,3,EAST   53 STREET,10022,9738613202,Coffee/Tea,3/14/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12.0,A,3/14/2024,11/26/2025,Cycle Inspection / Re-inspection,40.76028387,-73.97550433,105.0,4.0,10200.0,1000000.0,1012890006.0,MN17,POINT (-73.975504333517 40.760283866486),THE LUNCH BOX,10022,3 EAST   53 STREET,3 EAST 53 STREET,UiZl8EaCwEBr87w9LeLS1g,The Lunch Box,4.8,5,,American,3 E 53rd St,Manhattan,NY,10022,40.760305,-73.974971,https://www.yelp.com/biz/the-lunch-box-manhattan-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,3 E 53rd St,3 E 53RD ST,,,
50002545,PATSY'S PIZZERIA,Manhattan,61,WEST   74 STREET,10023,2125793000,Pizza,10/12/2022,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,18.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.77822383,-73.97663147,107.0,6.0,16100.0,1028692.0,1011270001.0,MN12,POINT (-73.976631472177 40.778223828694),PATSY S PIZZERIA,10023,61 WEST   74 STREET,61 WEST 74 STREET,EJOpdpy6QPTtmC7Fn04yHw,Patsy's Pizzeria,3.4,639,$$,"Pizza, Italian",61 W 74th St,New York,NY,10023,40.7785204,-73.9769718,https://www.yelp.com/biz/patsys-pizzeria-new-york-6?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,61 W 74th St,61 W 74TH ST,,,
50084510,ATLAS KITCHEN,Manhattan,258,WEST  109 STREET,10025,6469280522,Chinese,10/11/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,62.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.80308313,-73.96602491,107.0,7.0,19500.0,1056690.0,1018800061.0,MN09,POINT (-73.966024910123 40.803083132519),ATLAS KITCHEN,10025,258 WEST  109 STREET,258 WEST 109 STREET,VW2Epq3C8jqysu6Edpu-RA,Atlas Kitchen,3.9,229,$$,Chinese,258 W 109th St,New York,NY,10025,40.80332,-73.9668,https://www.yelp.com/biz/atlas-kitchen-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,258 W 109th St,258 W 109TH ST,,,
50001255,THE MILLING ROOM,Manhattan,446,COLUMBUS AVENUE,10024,2125952624,New American,10/24/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,29.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.78352346,-73.97434023,107.0,6.0,16500.0,1032052.0,1012127501.0,MN12,POINT (-73.974340230659 40.783523458117),THE MILLING ROOM,10024,446 COLUMBUS AVENUE,446 COLUMBUS AVENUE,PnGSE8JGbMZKtdHi9go7Kg,The Milling Room,4.1,637,$$$,"New American, Wine Bars, Cocktail Bars",446 Columbus Ave,New York,NY,10024,40.7835485472543,-73.9744088718635,https://www.yelp.com/biz/the-milling-room-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,446 Columbus Ave,446 COLUMBUS AVE,,,
41674131,ODD SISTER,Manhattan,45,MERCER STREET,10013,6465565187,American,1/29/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,8.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.7215661,-74.00118691,102.0,1.0,4700.0,1079899.0,1004740018.0,MN24,POINT (-74.001186910435 40.721566103974),ODD SISTER,10013,45 MERCER STREET,45 MERCER STREET,FTgaIRluLuqHcJ_bA_Pudw,Odd Sister,4.3,104,,"Cocktail Bars, Diners, Coffee & Tea",45 Mercer St,New York,NY,10013,40.721695,-74.001446,https://www.yelp.com/biz/odd-sister-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,45 Mercer St,45 MERCER ST,,,
50091829,TENZAN,Manhattan,285,COLUMBUS AVENUE,10023,2125807300,Japanese,10/15/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.7783147,-73.97811906,107.0,6.0,15700.0,1028649.0,1011260001.0,MN14,POINT (-73.978119055563 40.778314698771),TENZAN,10023,285 COLUMBUS AVENUE,285 COLUMBUS AVENUE,u8seGm3CnP6RGEiimftUIQ,Tenzan,3.4,513,$$,"Sushi Bars, Japanese",285 Columbus Ave,New York,NY,10023,40.7783079154181,-73.9779206995186,https://www.yelp.com/biz/tenzan-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,285 Columbus Ave,285 COLUMBUS AVE,,,
50122132,MOCHI DOLCI,Manhattan,222,WEST   79 STREET,10024,6462509548,Asian/Asian Fusion,8/11/2025,Violations were cited in the following area(s).,18-11,Food Protection Certificate not available for inspection,Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.78349699,-73.97919703,107.0,6.0,16700.0,1030916.0,1011700043.0,MN12,POINT (-73.979197034694 40.783496993429),MOCHI DOLCI,10024,222 WEST   79 STREET,222 WEST 79 STREET,7hNakgpvyCVLotXhALvi_g,Mochi Dolci,4.0,59,$,"Bubble Tea, Karaoke, Pan Asian",222 W 79th St,New York,NY,10024,40.7833272260291,-73.9794641,https://www.yelp.com/biz/mochi-dolci-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,222 W 79th St,222 W 79TH ST,,,
50114708,HOUSE OF JOY,Manhattan,28,PELL STREET,10013,2122858688,Chinese,6/3/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,127.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.71486337,-73.9982144,103.0,1.0,2900.0,1001782.0,1001630009.0,MN27,POINT (-73.998214403175 40.714863372922),HOUSE OF JOY,10013,28 PELL STREET,28 PELL STREET,9U5tPyF6QEiVntlyTemxKA,House of Joy,4.0,510,$$,"Dim Sum, Cantonese",28 Pell St,New York,NY,10013,40.71495,-73.99841,https://www.yelp.com/biz/house-of-joy-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,28 Pell St,28 PELL ST,,,
50102706,TOP THAI,Manhattan,55,CARMINE STREET,10014,9175478933,Thai,2/2/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.72977288,-74.00421423,102.0,3.0,6700.0,1084945.0,1005820035.0,MN23,POINT (-74.004214233369 40.729772884102),TOP THAI,10014,55 CARMINE STREET,55 CARMINE STREET,0IFDnYf3bhqxJR6hVrG7Gw,Top Thai,4.5,1425,$$$,"Thai, Halal, Cocktail Bars",55 Carmine St,New York,NY,10014,40.729907419973344,-74.00421380395268,https://www.yelp.com/biz/top-thai-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,55 Carmine St,55 CARMINE ST,,,
40387861,WESTWAY DINER,Manhattan,614,9 AVENUE,10036,2125827661,American,5/29/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.75947923,-73.99184932,104.0,3.0,12100.0,1024979.0,1010340063.0,MN15,POINT (-73.99184931572 40.759479232348),WESTWAY DINER,10036,614 9 AVENUE,614 9 AVENUE,unvPj03e9UQfzxgfuog68g,Westway Diner,3.5,867,$$,Diners,614 Ninth Ave,New York,NY,10036,40.75942,-73.9917,https://www.yelp.com/biz/westway-diner-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,614 Ninth Ave,614 NINTH AVE,,,
50133082,KONG SIHK TONG,Manhattan,65,BAYARD STREET,10013,6468506140,Chinese,11/8/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,11/8/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.71546996,-73.99808092,103.0,1.0,2900.0,1001791.0,1001630022.0,MN27,POINT (-73.998080916789 40.715469964619),KONG SIHK TONG,10013,65 BAYARD STREET,65 BAYARD STREET,hNFe8WhCibrqT4sFcZmAgw,Kong Sihk Tong 港食堂,4.2,1023,$$,"Chinese, Hong Kong Style Cafe",65 Bayard St,New York,NY,10013,40.71543371474216,-73.9981186386701,https://www.yelp.com/biz/kong-sihk-tong-%E6%B8%AF%E9%A3%9F%E5%A0%82-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,65 Bayard St,65 BAYARD ST,,,
50122847,YE'S APOTHECARY,Manhattan,119,ORCHARD STREET,10002,6469156806,Chinese,9/24/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,16.0,N,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.71944667,-73.98955985,103.0,1.0,1800.0,1089952.0,1004150077.0,MN27,POINT (-73.989559850594 40.719446674456),YE S APOTHECARY,10002,119 ORCHARD STREET,119 ORCHARD STREET,8YWLuLUKj0t_0_Xv06UUtw,Ye's Apothecary,4.6,1016,$$,"Szechuan, Speakeasies",119 Orchard St,New York,NY,10002,40.71945,-73.9898,https://www.yelp.com/biz/yes-apothecary-new-york-6?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,119 Orchard St,119 ORCHARD ST,,,
